Order_ID,Order_Timestamp,Day_Type,Restaurant_Type,Weather,Order_Value,Delivery_Time_Mins,Customer_Rating,Order_Hour
ORD-101484,07/03/2025 14:00,Weekday,Sushi,Clear,96.98,22,5,14
ORD-101485,14/04/2025 22:00,Weekday,Healthy/Vegan,Clear,40.9,25,5,22
ORD-101486,10/04/2025 10:00,Weekday,Italian,Clear,75.7,15,5,10
ORD-101487,12/03/2025 13:00,Weekday,Italian,Rain,50.61,43,4,13
ORD-101488,01/04/2025 17:00,Weekday,Fast Food,Rain,71.66,35,5,17
ORD-101489,19/06/2025 12:00,Weekday,Italian,Cloudy,16.16,24,4,12
ORD-101490,04/04/2025 10:00,Weekday,Indian,Clear,77.65,26,4,10
ORD-101491,20/01/2025 10:00,Weekday,Fast Food,Clear,64.12,27,5,10
ORD-101492,16/01/2025 15:00,Weekday,Indian,Clear,37.37,16,5,15
ORD-101493,18/02/2025 22:00,Weekday,Fast Food,Rain,44.97,49,4,22
ORD-101494,13/05/2025 11:00,Weekday,Healthy/Vegan,Clear,88.62,25,5,11
ORD-101495,22/04/2025 22:00,Weekday,Indian,Rain,32.29,53,1,22
ORD-101496,19/03/2025 16:00,Weekday,Healthy/Vegan,Clear,78.14,32,4,16
ORD-101497,29/06/2025 18:00,Weekend,Healthy/Vegan,Cloudy,44.72,42,5,18
ORD-101498,01/03/2025 19:00,Weekend,Fast Food,Cloudy,47.01,21,5,19
ORD-101499,29/05/2025 13:00,Weekday,Fast Food,Clear,63.05,31,5,13
ORD-101500,25/04/2025 22:00,Weekday,Healthy/Vegan,Clear,102.71,30,5,22
ORD-101501,13/03/2025 10:00,Weekday,Healthy/Vegan,Cloudy,100.59,30,4,10
ORD-101502,06/03/2025 18:00,Weekday,Sushi,Clear,26.79,24,4,18
ORD-101503,17/02/2025 12:00,Weekday,Fast Food,Clear,60.42,22,5,12
ORD-101504,20/01/2025 17:00,Weekday,Indian,Clear,102.36,19,5,17
ORD-101505,12/04/2025 11:00,Weekend,Italian,Storm,37.55,45,5,11
ORD-101506,20/04/2025 21:00,Weekend,Fast Food,Clear,63.69,27,4,21
ORD-101507,11/04/2025 21:00,Weekday,Italian,Clear,22.97,31,5,21
ORD-101508,25/03/2025 19:00,Weekday,Indian,Rain,70.59,53,1,19
ORD-101509,16/02/2025 16:00,Weekend,Italian,Clear,53.15,33,5,16
ORD-101510,26/02/2025 11:00,Weekday,Sushi,Cloudy,53.13,17,4,11
ORD-101511,02/02/2025 12:00,Weekend,Italian,Rain,96.32,40,4,12
ORD-101512,29/04/2025 21:00,Weekday,Healthy/Vegan,Clear,19.63,19,4,21
ORD-101513,27/03/2025 19:00,Weekday,Sushi,Cloudy,25.29,15,5,19
ORD-101514,26/05/2025 11:00,Weekday,Sushi,Clear,82.47,34,5,11
ORD-101515,13/05/2025 11:00,Weekday,Indian,Cloudy,103.06,31,5,11
ORD-101516,29/05/2025 20:00,Weekday,Healthy/Vegan,Clear,61.12,18,5,20
ORD-101517,15/01/2025 11:00,Weekday,Fast Food,Clear,21.46,26,4,11
ORD-101518,30/05/2025 19:00,Weekday,Sushi,Clear,41.49,17,4,19
ORD-101519,26/03/2025 15:00,Weekday,Italian,Clear,29.06,32,5,15
ORD-101520,01/03/2025 17:00,Weekend,Italian,Clear,52.34,36,5,17
ORD-101521,06/01/2025 11:00,Weekday,Fast Food,Rain,31.1,41,4,11
ORD-101522,17/03/2025 18:00,Weekday,Healthy/Vegan,Rain,32.95,32,5,18
ORD-101523,13/05/2025 11:00,Weekday,Healthy/Vegan,Clear,36.56,22,5,11
ORD-101524,29/03/2025 14:00,Weekend,Healthy/Vegan,Clear,117.05,21,5,14
ORD-101525,03/03/2025 15:00,Weekday,Sushi,Rain,35,41,4,15
ORD-101526,13/01/2025 14:00,Weekday,Italian,Clear,99.31,30,5,14
ORD-101527,03/05/2025 13:00,Weekend,Indian,Storm,103.57,46,5,13
ORD-101528,28/03/2025 19:00,Weekday,Italian,Cloudy,111.42,24,5,19
ORD-101529,27/06/2025 12:00,Weekday,Fast Food,Rain,24.81,31,5,12
ORD-101530,30/04/2025 12:00,Weekday,Fast Food,Storm,48.39,35,5,12
ORD-101531,17/03/2025 19:00,Weekday,Indian,Cloudy,54.2,21,5,19
ORD-101532,07/03/2025 15:00,Weekday,Indian,Clear,106.39,17,4,15
ORD-101533,19/06/2025 22:00,Weekday,Healthy/Vegan,Clear,89.15,33,5,22
ORD-101534,24/03/2025 22:00,Weekday,Italian,Clear,56.81,16,5,22
ORD-101535,07/06/2025 20:00,Weekend,Healthy/Vegan,Clear,68.37,39,4,20
ORD-101536,20/01/2025 21:00,Weekday,Indian,Storm,63.55,52,1,21
ORD-101537,31/03/2025 17:00,Weekday,Fast Food,Clear,84.28,29,5,17
ORD-101538,03/06/2025 12:00,Weekday,Italian,Clear,93.07,25,5,12
ORD-101539,10/06/2025 16:00,Weekday,Indian,Clear,85.55,28,4,16
ORD-101540,15/02/2025 21:00,Weekend,Fast Food,Cloudy,67.5,34,4,21
ORD-101541,25/05/2025 15:00,Weekend,Sushi,Clear,67.38,41,4,15
ORD-101542,25/01/2025 20:00,Weekend,Healthy/Vegan,Rain,63.54,58,1,20
ORD-101543,02/05/2025 21:00,Weekday,Fast Food,Clear,28.74,18,4,21
ORD-101544,03/01/2025 21:00,Weekday,Indian,Rain,78.48,39,5,21
ORD-101545,11/05/2025 17:00,Weekend,Healthy/Vegan,Clear,69.36,44,4,17
ORD-101546,19/03/2025 22:00,Weekday,Fast Food,Cloudy,51.24,18,4,22
ORD-101547,02/05/2025 21:00,Weekday,Italian,Clear,43.3,24,4,21
ORD-101548,17/01/2025 18:00,Weekday,Fast Food,Cloudy,15.2,23,5,18
ORD-101549,10/02/2025 11:00,Weekday,Italian,Clear,81.58,20,5,11
ORD-101550,16/06/2025 12:00,Weekday,Sushi,Cloudy,43.49,33,5,12
ORD-101551,09/02/2025 16:00,Weekend,Healthy/Vegan,Clear,79.62,40,4,16
ORD-101552,27/02/2025 13:00,Weekday,Indian,Clear,25.03,23,4,13
ORD-101553,27/01/2025 17:00,Weekday,Fast Food,Clear,41.55,27,5,17
ORD-101554,01/02/2025 22:00,Weekend,Fast Food,Clear,75.18,28,4,22
ORD-101555,13/06/2025 10:00,Weekday,Fast Food,Clear,28.74,28,4,10
ORD-101556,25/01/2025 19:00,Weekend,Italian,Rain,80.65,42,4,19
ORD-101557,22/05/2025 11:00,Weekday,Italian,Clear,107.17,21,5,11
ORD-101558,08/03/2025 19:00,Weekend,Healthy/Vegan,Clear,83.11,33,5,19
ORD-101559,16/01/2025 12:00,Weekday,Indian,Rain,64.95,44,5,12
ORD-101560,10/05/2025 17:00,Weekend,Healthy/Vegan,Clear,119.53,23,5,17
ORD-101561,27/03/2025 12:00,Weekday,Sushi,Clear,101.45,26,5,12
ORD-101562,27/04/2025 10:00,Weekend,Fast Food,Clear,77.07,43,5,10
ORD-101563,03/06/2025 14:00,Weekday,Healthy/Vegan,Clear,105.62,20,5,14
ORD-101564,10/05/2025 17:00,Weekend,Indian,Clear,57.03,28,5,17
ORD-101565,06/05/2025 16:00,Weekday,Fast Food,Rain,50.18,43,4,16
ORD-101566,17/04/2025 21:00,Weekday,Sushi,Clear,42.65,16,4,21
ORD-101567,25/01/2025 21:00,Weekend,Sushi,Rain,92.11,54,2,21
ORD-101568,10/03/2025 17:00,Weekday,Italian,Rain,108.58,50,4,17
ORD-101569,28/03/2025 22:00,Weekday,Healthy/Vegan,Clear,100.25,32,5,22
ORD-101570,16/01/2025 22:00,Weekday,Sushi,Clear,38.13,23,4,22
ORD-101571,13/06/2025 18:00,Weekday,Italian,Clear,112.64,20,5,18
ORD-101572,26/02/2025 15:00,Weekday,Healthy/Vegan,Clear,18.19,31,4,15
ORD-101573,07/06/2025 18:00,Weekend,Sushi,Cloudy,27.86,37,4,18
ORD-101574,23/04/2025 17:00,Weekday,Fast Food,Rain,70.85,38,5,17
ORD-101575,01/01/2025 18:00,Weekday,Healthy/Vegan,Cloudy,25.82,32,4,18
ORD-101576,30/01/2025 18:00,Weekday,Indian,Clear,101.52,28,5,18
ORD-101577,03/04/2025 17:00,Weekday,Healthy/Vegan,Clear,24.59,18,4,17
ORD-101578,28/01/2025 11:00,Weekday,Sushi,Clear,112.45,33,4,11
ORD-101579,25/03/2025 19:00,Weekday,Healthy/Vegan,Clear,48.44,24,5,19
ORD-101580,14/06/2025 18:00,Weekend,Healthy/Vegan,Storm,97.6,45,4,18
ORD-101581,28/01/2025 21:00,Weekday,Indian,Rain,26.51,42,4,21
ORD-101582,20/06/2025 20:00,Weekday,Sushi,Cloudy,93.76,21,4,20
ORD-101583,04/02/2025 11:00,Weekday,Indian,Clear,79.68,33,4,11
ORD-101584,25/03/2025 16:00,Weekday,Healthy/Vegan,Clear,115.08,30,4,16
ORD-101585,24/06/2025 16:00,Weekday,Fast Food,Clear,114.53,29,5,16
ORD-101586,04/05/2025 10:00,Weekend,Fast Food,Clear,89.36,31,5,10
ORD-101587,06/04/2025 13:00,Weekend,Sushi,Clear,78.76,46,5,13
ORD-101588,24/03/2025 21:00,Weekday,Healthy/Vegan,Rain,108.04,28,5,21
ORD-101589,11/06/2025 20:00,Weekday,Italian,Clear,73.82,28,4,20
ORD-101590,03/06/2025 20:00,Weekday,Healthy/Vegan,Clear,92.29,30,5,20
ORD-101591,28/03/2025 21:00,Weekday,Italian,Clear,43.38,31,5,21
ORD-101592,02/01/2025 22:00,Weekday,Fast Food,Storm,36.85,29,5,22
ORD-101593,08/01/2025 15:00,Weekday,Indian,Storm,16.22,47,5,15
ORD-101594,12/02/2025 20:00,Weekday,Indian,Clear,94.5,18,5,20
ORD-101595,18/03/2025 13:00,Weekday,Italian,Cloudy,58.03,18,5,13
ORD-101596,19/04/2025 15:00,Weekend,Sushi,Cloudy,71.38,43,5,15
ORD-101597,13/03/2025 20:00,Weekday,Indian,Rain,86.53,40,5,20
ORD-101598,16/02/2025 16:00,Weekend,Italian,Storm,35.18,51,3,16
ORD-101599,11/06/2025 20:00,Weekday,Italian,Clear,110.43,30,5,20
ORD-101600,24/01/2025 15:00,Weekday,Fast Food,Clear,94.52,31,5,15
ORD-101601,08/02/2025 13:00,Weekend,Healthy/Vegan,Clear,117.75,39,5,13
ORD-101602,17/01/2025 10:00,Weekday,Fast Food,Clear,70.89,16,5,10
ORD-101603,31/05/2025 18:00,Weekend,Healthy/Vegan,Clear,42.43,30,4,18
ORD-101604,02/02/2025 10:00,Weekend,Indian,Clear,88.96,34,4,10
ORD-101605,18/01/2025 15:00,Weekend,Italian,Clear,94.2,21,5,15
ORD-101606,25/02/2025 20:00,Weekday,Indian,Clear,102.92,20,5,20
ORD-101607,05/03/2025 16:00,Weekday,Sushi,Clear,80.51,18,4,16
ORD-101608,04/01/2025 18:00,Weekend,Healthy/Vegan,Rain,21.85,50,5,18
ORD-101609,21/06/2025 22:00,Weekend,Indian,Clear,108.88,44,5,22
ORD-101610,21/01/2025 11:00,Weekday,Indian,Clear,20.58,22,5,11
ORD-101611,24/05/2025 21:00,Weekend,Italian,Cloudy,102.56,45,5,21
ORD-101612,24/03/2025 15:00,Weekday,Italian,Clear,85.82,29,4,15
ORD-101613,05/03/2025 17:00,Weekday,Fast Food,Clear,29.69,23,5,17
ORD-101614,04/04/2025 12:00,Weekday,Indian,Clear,87.41,25,5,12
ORD-101615,17/06/2025 11:00,Weekday,Italian,Clear,71.55,31,4,11
ORD-101616,08/02/2025 13:00,Weekend,Italian,Cloudy,106.84,29,4,13
ORD-101617,06/03/2025 13:00,Weekday,Sushi,Cloudy,38.82,25,5,13
ORD-101618,26/03/2025 20:00,Weekday,Italian,Clear,90.24,25,4,20
ORD-101619,26/04/2025 12:00,Weekend,Sushi,Clear,116.01,33,5,12
ORD-101620,29/06/2025 16:00,Weekend,Fast Food,Clear,27.46,27,5,16
ORD-101621,05/05/2025 14:00,Weekday,Healthy/Vegan,Clear,24.58,24,5,14
ORD-101622,22/06/2025 17:00,Weekend,Indian,Clear,89.21,37,4,17
ORD-101623,29/06/2025 14:00,Weekend,Indian,Clear,83.01,27,5,14
ORD-101624,21/06/2025 12:00,Weekend,Indian,Clear,102.3,35,4,12
ORD-101625,13/02/2025 20:00,Weekday,Healthy/Vegan,Rain,68.54,36,5,20
ORD-101626,04/06/2025 22:00,Weekday,Fast Food,Clear,88.4,15,5,22
ORD-101627,13/02/2025 19:00,Weekday,Sushi,Cloudy,16.24,28,5,19
ORD-101628,22/03/2025 13:00,Weekend,Indian,Rain,85.25,45,4,13
ORD-101629,11/04/2025 18:00,Weekday,Sushi,Clear,62.39,24,5,18
ORD-101630,13/05/2025 18:00,Weekday,Italian,Clear,76.35,31,5,18
ORD-101631,01/01/2025 15:00,Weekday,Healthy/Vegan,Clear,119.69,31,5,15
ORD-101632,02/06/2025 22:00,Weekday,Fast Food,Clear,59.93,34,5,22
ORD-101633,23/02/2025 16:00,Weekend,Italian,Rain,107.73,47,5,16
ORD-101634,05/02/2025 10:00,Weekday,Healthy/Vegan,Clear,41.35,29,5,10
ORD-101635,24/01/2025 12:00,Weekday,Sushi,Clear,91.04,32,4,12
ORD-101636,05/04/2025 22:00,Weekend,Sushi,Clear,46.24,40,4,22
ORD-101637,22/02/2025 17:00,Weekend,Italian,Clear,73.24,26,5,17
ORD-101638,22/02/2025 10:00,Weekend,Fast Food,Rain,117.26,41,5,10
ORD-101639,01/03/2025 19:00,Weekend,Indian,Clear,87.87,42,4,19
ORD-101640,14/05/2025 21:00,Weekday,Healthy/Vegan,Clear,57.26,23,4,21
ORD-101641,13/06/2025 10:00,Weekday,Sushi,Cloudy,38.85,22,5,10
ORD-101642,07/03/2025 13:00,Weekday,Fast Food,Rain,26.22,40,5,13
ORD-101643,11/05/2025 14:00,Weekend,Sushi,Rain,31.45,56,1,14
ORD-101644,04/02/2025 17:00,Weekday,Fast Food,Clear,54.93,28,4,17
ORD-101645,24/05/2025 21:00,Weekend,Indian,Clear,109.97,30,5,21
ORD-101646,09/04/2025 11:00,Weekday,Indian,Clear,98.52,16,5,11
ORD-101647,10/01/2025 15:00,Weekday,Fast Food,Clear,17.02,30,4,15
ORD-101648,26/03/2025 14:00,Weekday,Healthy/Vegan,Clear,40.83,21,5,14
ORD-101649,26/05/2025 14:00,Weekday,Healthy/Vegan,Clear,93.28,23,4,14
ORD-101650,01/06/2025 17:00,Weekend,Fast Food,Storm,78.91,58,3,17
ORD-101651,05/04/2025 11:00,Weekend,Healthy/Vegan,Clear,79.07,42,5,11
ORD-101652,20/01/2025 22:00,Weekday,Indian,Clear,46,18,5,22
ORD-101653,10/05/2025 21:00,Weekend,Sushi,Clear,82.49,27,4,21
ORD-101654,12/06/2025 13:00,Weekday,Sushi,Clear,97,20,4,13
ORD-101655,12/02/2025 16:00,Weekday,Sushi,Clear,46.15,27,5,16
ORD-101656,11/01/2025 22:00,Weekend,Sushi,Rain,92.01,48,4,22
ORD-101657,24/05/2025 19:00,Weekend,Italian,Cloudy,117.15,33,4,19
ORD-101658,30/04/2025 18:00,Weekday,Fast Food,Clear,78.02,33,5,18
ORD-101659,30/03/2025 19:00,Weekend,Sushi,Clear,41.44,33,4,19
ORD-101660,14/06/2025 14:00,Weekend,Fast Food,Clear,69.62,28,5,14
ORD-101661,10/06/2025 16:00,Weekday,Italian,Clear,75.07,29,5,16
ORD-101662,24/03/2025 12:00,Weekday,Italian,Cloudy,49.31,33,5,12
ORD-101663,27/05/2025 10:00,Weekday,Italian,Clear,58.54,19,4,10
ORD-101664,17/04/2025 17:00,Weekday,Sushi,Cloudy,100.53,27,4,17
ORD-101665,11/02/2025 12:00,Weekday,Healthy/Vegan,Rain,78.01,40,4,12
ORD-101666,08/04/2025 22:00,Weekday,Italian,Rain,37.6,39,4,22
ORD-101667,14/03/2025 17:00,Weekday,Indian,Clear,68.85,30,4,17
ORD-101668,24/02/2025 18:00,Weekday,Sushi,Clear,88.34,29,5,18
ORD-101669,06/03/2025 14:00,Weekday,Fast Food,Clear,92.68,22,5,14
ORD-101670,27/01/2025 15:00,Weekday,Healthy/Vegan,Clear,58.34,32,5,15
ORD-101671,12/01/2025 20:00,Weekend,Indian,Cloudy,19.53,32,5,20
ORD-101672,29/06/2025 22:00,Weekend,Healthy/Vegan,Clear,15.33,45,5,22
ORD-101673,01/03/2025 15:00,Weekend,Healthy/Vegan,Rain,92.49,57,1,15
ORD-101674,29/05/2025 16:00,Weekday,Fast Food,Clear,31.72,28,5,16
ORD-101675,03/03/2025 16:00,Weekday,Italian,Rain,22.67,39,4,16
ORD-101676,06/04/2025 11:00,Weekend,Healthy/Vegan,Clear,34.99,30,4,11
ORD-101677,17/05/2025 13:00,Weekend,Fast Food,Clear,56.14,36,4,13
ORD-101678,07/02/2025 11:00,Weekday,Healthy/Vegan,Cloudy,109.6,28,5,11
ORD-101679,25/03/2025 10:00,Weekday,Healthy/Vegan,Storm,64.59,44,5,10
ORD-101680,19/06/2025 21:00,Weekday,Fast Food,Clear,38.62,29,4,21
ORD-101681,06/01/2025 13:00,Weekday,Italian,Clear,82.16,23,5,13
ORD-101682,30/01/2025 13:00,Weekday,Healthy/Vegan,Clear,64.76,27,4,13
ORD-101683,17/05/2025 10:00,Weekend,Indian,Clear,111.96,35,5,10
ORD-101684,25/06/2025 16:00,Weekday,Indian,Cloudy,41.92,23,4,16
ORD-101685,17/04/2025 21:00,Weekday,Healthy/Vegan,Clear,37.28,34,4,21
ORD-101686,30/03/2025 12:00,Weekend,Healthy/Vegan,Clear,26.53,38,5,12
ORD-101687,17/01/2025 15:00,Weekday,Healthy/Vegan,Clear,73.28,29,4,15
ORD-101688,02/01/2025 13:00,Weekday,Healthy/Vegan,Rain,112.87,36,4,13
ORD-101689,06/03/2025 11:00,Weekday,Indian,Clear,41.91,32,5,11
ORD-101690,17/03/2025 12:00,Weekday,Fast Food,Storm,86.34,32,5,12
ORD-101691,07/01/2025 21:00,Weekday,Indian,Rain,33.99,48,4,21
ORD-101692,05/05/2025 19:00,Weekday,Sushi,Rain,91.68,39,5,19
ORD-101693,27/01/2025 18:00,Weekday,Sushi,Clear,88.98,21,5,18
ORD-101694,27/01/2025 17:00,Weekday,Indian,Clear,38.39,22,5,17
ORD-101695,24/03/2025 13:00,Weekday,Healthy/Vegan,Clear,44.95,23,5,13
ORD-101696,13/04/2025 17:00,Weekend,Fast Food,Clear,46.27,27,5,17
ORD-101697,01/03/2025 15:00,Weekend,Healthy/Vegan,Clear,115.29,39,5,15
ORD-101698,25/02/2025 21:00,Weekday,Healthy/Vegan,Rain,29,37,4,21
ORD-101699,11/05/2025 10:00,Weekend,Fast Food,Storm,25.11,42,4,10
ORD-101700,26/06/2025 17:00,Weekday,Sushi,Clear,45.16,20,4,17
ORD-101701,30/03/2025 19:00,Weekend,Fast Food,Clear,16.17,46,4,19
ORD-101702,20/01/2025 19:00,Weekday,Sushi,Rain,56.44,32,4,19
ORD-101703,12/03/2025 18:00,Weekday,Indian,Rain,30.26,50,5,18
ORD-101704,13/01/2025 17:00,Weekday,Italian,Clear,66.67,27,4,17
ORD-101705,25/03/2025 10:00,Weekday,Sushi,Rain,23.31,34,4,10
ORD-101706,13/04/2025 18:00,Weekend,Indian,Clear,59.78,38,5,18
ORD-101707,25/05/2025 19:00,Weekend,Indian,Clear,67.36,43,5,19
ORD-101708,15/04/2025 17:00,Weekday,Indian,Clear,42.35,31,5,17
ORD-101709,01/05/2025 15:00,Weekday,Sushi,Clear,119.96,30,5,15
ORD-101710,06/02/2025 21:00,Weekday,Italian,Clear,15.61,29,5,21
ORD-101711,20/01/2025 22:00,Weekday,Healthy/Vegan,Clear,115.7,17,4,22
ORD-101712,02/06/2025 15:00,Weekday,Sushi,Rain,39.39,39,5,15
ORD-101713,14/03/2025 22:00,Weekday,Indian,Rain,85.52,34,5,22
ORD-101714,13/04/2025 21:00,Weekend,Indian,Clear,51.88,34,5,21
ORD-101715,08/04/2025 21:00,Weekday,Italian,Clear,96.52,16,5,21
ORD-101716,19/05/2025 19:00,Weekday,Fast Food,Clear,102.49,25,5,19
ORD-101717,27/04/2025 17:00,Weekend,Healthy/Vegan,Rain,29.15,54,1,17
ORD-101718,21/03/2025 19:00,Weekday,Fast Food,Clear,112.1,23,4,19
ORD-101719,19/01/2025 14:00,Weekend,Italian,Storm,72.64,66,2,14
ORD-101720,22/05/2025 15:00,Weekday,Indian,Rain,19.03,32,5,15
ORD-101721,25/04/2025 14:00,Weekday,Healthy/Vegan,Clear,86.08,32,5,14
ORD-101722,14/01/2025 11:00,Weekday,Indian,Clear,80.72,22,5,11
ORD-101723,06/06/2025 20:00,Weekday,Indian,Rain,29.12,41,5,20
ORD-101724,11/06/2025 17:00,Weekday,Fast Food,Clear,85.66,24,4,17
ORD-101725,26/05/2025 22:00,Weekday,Sushi,Clear,80.33,31,5,22
ORD-101726,10/01/2025 14:00,Weekday,Indian,Clear,102.52,17,4,14
ORD-101727,12/05/2025 22:00,Weekday,Italian,Clear,73.36,20,5,22
ORD-101728,21/06/2025 12:00,Weekend,Italian,Rain,39.62,64,3,12
ORD-101729,07/06/2025 11:00,Weekend,Italian,Clear,79.28,28,4,11
ORD-101730,23/03/2025 12:00,Weekend,Fast Food,Cloudy,85.14,35,5,12
ORD-101731,04/01/2025 15:00,Weekend,Healthy/Vegan,Clear,64.75,31,5,15
ORD-101732,16/03/2025 16:00,Weekend,Italian,Clear,99.72,39,4,16
ORD-101733,23/03/2025 19:00,Weekend,Healthy/Vegan,Rain,43.87,47,4,19
ORD-101734,18/03/2025 13:00,Weekday,Fast Food,Clear,111.94,15,5,13
ORD-101735,25/04/2025 13:00,Weekday,Indian,Clear,46.16,22,5,13
ORD-101736,01/02/2025 22:00,Weekend,Sushi,Cloudy,35.8,32,4,22
ORD-101737,11/02/2025 14:00,Weekday,Fast Food,Clear,48.6,31,5,14
ORD-101738,11/01/2025 11:00,Weekend,Italian,Cloudy,38.36,38,4,11
ORD-101739,02/06/2025 20:00,Weekday,Italian,Cloudy,57.37,24,5,20
ORD-101740,11/06/2025 13:00,Weekday,Sushi,Clear,69.99,34,5,13
ORD-101741,16/03/2025 19:00,Weekend,Sushi,Clear,84.04,34,4,19
ORD-101742,22/01/2025 20:00,Weekday,Italian,Clear,111.88,28,5,20
ORD-101743,13/06/2025 21:00,Weekday,Sushi,Clear,94.67,26,4,21
ORD-101744,05/04/2025 17:00,Weekend,Healthy/Vegan,Clear,74.99,29,5,17
ORD-101745,01/04/2025 17:00,Weekday,Fast Food,Clear,77.62,21,4,17
ORD-101746,25/04/2025 14:00,Weekday,Italian,Cloudy,76.75,31,5,14
ORD-101747,07/05/2025 20:00,Weekday,Sushi,Rain,107.08,28,4,20
ORD-101748,28/05/2025 19:00,Weekday,Indian,Cloudy,56.5,21,5,19
ORD-101749,29/01/2025 19:00,Weekday,Indian,Storm,88.79,31,4,19
ORD-101750,26/03/2025 14:00,Weekday,Sushi,Cloudy,63.92,15,5,14
ORD-101751,27/05/2025 21:00,Weekday,Fast Food,Clear,58.65,26,4,21
ORD-101752,18/03/2025 21:00,Weekday,Healthy/Vegan,Cloudy,96.41,24,5,21
ORD-101753,04/03/2025 22:00,Weekday,Fast Food,Clear,89.87,26,5,22
ORD-101754,28/04/2025 17:00,Weekday,Fast Food,Clear,29.01,15,5,17
ORD-101755,07/05/2025 19:00,Weekday,Sushi,Clear,59.34,22,4,19
ORD-101756,24/01/2025 10:00,Weekday,Fast Food,Clear,90.67,29,4,10
ORD-101757,02/06/2025 14:00,Weekday,Indian,Clear,38.57,31,4,14
ORD-101758,21/06/2025 12:00,Weekend,Sushi,Clear,46.52,40,5,12
ORD-101759,09/01/2025 16:00,Weekday,Indian,Cloudy,119.6,27,5,16
ORD-101760,09/01/2025 22:00,Weekday,Healthy/Vegan,Clear,95.79,33,5,22
ORD-101761,14/04/2025 10:00,Weekday,Indian,Rain,92.12,51,1,10
ORD-101762,15/01/2025 12:00,Weekday,Healthy/Vegan,Clear,16.16,33,5,12
ORD-101763,24/05/2025 13:00,Weekend,Fast Food,Storm,48.46,44,4,13
ORD-101764,24/04/2025 10:00,Weekday,Italian,Clear,18.19,19,5,10
ORD-101765,13/02/2025 22:00,Weekday,Healthy/Vegan,Clear,113.23,27,5,22
ORD-101766,10/04/2025 14:00,Weekday,Healthy/Vegan,Clear,81.59,25,5,14
ORD-101767,14/05/2025 18:00,Weekday,Fast Food,Cloudy,68.38,15,5,18
ORD-101768,25/02/2025 20:00,Weekday,Italian,Cloudy,113.71,34,5,20
ORD-101769,31/03/2025 17:00,Weekday,Sushi,Rain,27.76,54,2,17
ORD-101770,14/06/2025 16:00,Weekend,Fast Food,Clear,51.41,34,4,16
ORD-101771,20/01/2025 20:00,Weekday,Healthy/Vegan,Clear,40.16,29,4,20
ORD-101772,06/06/2025 11:00,Weekday,Indian,Storm,22.55,52,3,11
ORD-101773,06/04/2025 19:00,Weekend,Fast Food,Clear,66.01,34,5,19
ORD-101774,17/03/2025 19:00,Weekday,Sushi,Clear,54.09,25,5,19
ORD-101775,05/05/2025 18:00,Weekday,Italian,Clear,81.55,21,5,18
ORD-101776,08/01/2025 17:00,Weekday,Italian,Clear,85.06,23,5,17
ORD-101777,18/04/2025 13:00,Weekday,Indian,Rain,34.81,42,5,13
ORD-101778,05/01/2025 11:00,Weekend,Sushi,Clear,55.91,25,5,11
ORD-101779,10/03/2025 15:00,Weekday,Italian,Clear,27.59,30,5,15
ORD-101780,20/05/2025 13:00,Weekday,Sushi,Rain,19.62,47,4,13
ORD-101781,25/06/2025 14:00,Weekday,Sushi,Clear,61.34,31,5,14
ORD-101782,02/05/2025 19:00,Weekday,Healthy/Vegan,Clear,59.48,27,5,19
ORD-101783,12/04/2025 22:00,Weekend,Sushi,Clear,84.05,34,4,22
ORD-101784,11/04/2025 20:00,Weekday,Sushi,Rain,17.03,37,4,20
ORD-101785,07/02/2025 20:00,Weekday,Indian,Clear,52.92,20,5,20
ORD-101786,08/02/2025 16:00,Weekend,Indian,Clear,54.57,31,4,16
ORD-101787,08/01/2025 10:00,Weekday,Italian,Rain,61.02,42,5,10
ORD-101788,04/06/2025 22:00,Weekday,Indian,Cloudy,42.77,29,5,22
ORD-101789,24/05/2025 21:00,Weekend,Italian,Clear,44.57,36,5,21
ORD-101790,20/04/2025 11:00,Weekend,Italian,Rain,108.72,55,3,11
ORD-101791,23/03/2025 11:00,Weekend,Healthy/Vegan,Rain,76.71,42,5,11
ORD-101792,31/05/2025 22:00,Weekend,Fast Food,Cloudy,47.42,21,5,22
ORD-101793,01/02/2025 13:00,Weekend,Sushi,Rain,82.74,54,3,13
ORD-101794,16/05/2025 21:00,Weekday,Indian,Cloudy,92.35,19,5,21
ORD-101795,16/04/2025 20:00,Weekday,Fast Food,Rain,78.22,53,1,20
ORD-101796,22/03/2025 17:00,Weekend,Sushi,Cloudy,16.39,32,5,17
ORD-101797,03/02/2025 12:00,Weekday,Italian,Clear,102.88,28,5,12
ORD-101798,09/05/2025 22:00,Weekday,Healthy/Vegan,Rain,32.29,51,1,22
ORD-101799,28/02/2025 11:00,Weekday,Italian,Clear,56.85,22,5,11
ORD-101800,16/01/2025 21:00,Weekday,Italian,Clear,114.92,17,5,21
ORD-101801,09/01/2025 14:00,Weekday,Indian,Cloudy,56.24,31,5,14
ORD-101802,20/03/2025 12:00,Weekday,Italian,Rain,29.01,49,5,12
ORD-101803,21/04/2025 17:00,Weekday,Sushi,Rain,60.03,49,4,17
ORD-101804,20/03/2025 12:00,Weekday,Fast Food,Clear,41.66,31,5,12
ORD-101805,19/02/2025 15:00,Weekday,Sushi,Rain,60.47,39,5,15
ORD-101806,15/02/2025 12:00,Weekend,Indian,Rain,106.19,32,4,12
